alphabet,m,word,D,L,is_break,min_k_g_loop,predicted_break,agree
"{0,1,2,3}",6,123111,3,3,False,0,False,True
"{0,1,2,3}",6,123112,2,2,False,0,False,True
"{0,1,2,3}",6,123113,2,2,False,0,False,True
"{0,1,2,3}",6,123120,3,3,False,0,False,True
"{0,1,2,3}",6,123121,2,2,False,0,False,True
"{0,1,2,3}",6,123122,1,1,False,0,False,True
"{0,1,2,3}",6,123123,1,1,False,0,False,True
"{0,1,2,3}",6,123130,2,2,False,0,False,True
"{0,1,2,3}",6,123131,1,1,False,0,False,True
"{0,1,2,3}",6,123132,1,1,False,0,False,True
"{0,1,2,3}",6,123133,1,1,False,-1,True,False
"{0,1,2,3}",6,123200,4,4,False,0,False,True
"{0,1,2,3}",6,123201,3,3,False,0,False,True
"{0,1,2,3}",6,123202,2,2,False,0,False,True
"{0,1,2,3}",6,123203,2,2,False,0,False,True
"{0,1,2,3}",6,123210,3,3,False,0,False,True
"{0,1,2,3}",6,123211,2,2,False,0,False,True
"{0,1,2,3}",6,123212,1,1,False,0,False,True
"{0,1,2,3}",6,123213,1,1,False,0,False,True
"{0,1,2,3}",6,123220,2,2,False,0,False,True
"{0,1,2,3}",6,123221,1,1,False,0,False,True
"{0,1,2,3}",6,123222,1,1,False,0,False,True
"{0,1,2,3}",6,123223,1,1,False,-1,True,False
"{0,1,2,3}",6,123230,1,1,False,-1,True,False
"{0,1,2,3}",6,123231,1,1,False,-1,True,False
"{0,1,2,3}",6,123232,1,1,False,-1,True,False
"{0,1,2,3}",6,123233,1,1,False,-2,True,False
"{0,1,2,3}",6,123300,3,3,False,-1,True,False
"{0,1,2,3}",6,123301,2,2,False,-1,True,False
"{0,1,2,3}",6,123302,1,1,False,-1,True,False
"{0,1,2,3}",6,123303,1,1,False,-1,True,False
"{0,1,2,3}",6,123310,2,2,False,-1,True,False
"{0,1,2,3}",6,123311,1,1,False,-1,True,False
"{0,1,2,3}",6,123312,1,1,False,-1,True,False
"{0,1,2,3}",6,123313,1,1,False,-1,True,False
"{0,1,2,3}",6,123320,1,1,False,-1,True,False
"{0,1,2,3}",6,123321,1,1,False,-1,True,False
"{0,1,2,3}",6,123322,1,1,False,-1,True,False
"{0,1,2,3}",6,123323,1,1,False,-2,True,False
"{0,1,2,3}",6,123330,1,1,False,-2,True,False
"{0,1,2,3}",6,123331,1,1,False,-2,True,False
"{0,1,2,3}",6,123332,1,1,False,-2,True,False
"{0,1,2,3}",6,123333,1,1,False,-3,True,False
"{0,1,2,3}",6,130000,8,8,False,0,False,True
"{0,1,2,3}",6,130001,7,7,False,0,False,True
"{0,1,2,3}",6,130002,6,6,False,0,False,True
"{0,1,2,3}",6,130003,6,6,False,0,False,True
"{0,1,2,3}",6,130010,7,7,False,0,False,True
"{0,1,2,3}",6,130011,6,6,False,0,False,True
"{0,1,2,3}",6,130012,5,5,False,0,False,True
"{0,1,2,3}",6,130013,5,5,False,0,False,True
"{0,1,2,3}",6,130020,6,6,False,0,False,True
"{0,1,2,3}",6,130021,5,5,False,0,False,True
"{0,1,2,3}",6,130022,4,4,False,0,False,True
"{0,1,2,3}",6,130023,4,4,False,0,False,True
"{0,1,2,3}",6,130030,5,5,False,0,False,True
"{0,1,2,3}",6,130031,4,4,False,0,False,True
"{0,1,2,3}",6,130032,4,4,False,0,False,True
"{0,1,2,3}",6,130033,4,4,False,0,False,True
"{0,1,2,3}",6,130100,7,7,False,0,False,True
"{0,1,2,3}",6,130101,6,6,False,0,False,True
"{0,1,2,3}",6,130102,5,5,False,0,False,True
"{0,1,2,3}",6,130103,5,5,False,0,False,True
"{0,1,2,3}",6,130110,6,6,False,0,False,True
"{0,1,2,3}",6,130111,5,5,False,0,False,True
"{0,1,2,3}",6,130112,4,4,False,0,False,True
"{0,1,2,3}",6,130113,4,4,False,0,False,True
"{0,1,2,3}",6,130120,5,5,False,0,False,True
"{0,1,2,3}",6,130121,4,4,False,0,False,True
"{0,1,2,3}",6,130122,3,3,False,0,False,True
"{0,1,2,3}",6,130123,3,3,False,0,False,True
"{0,1,2,3}",6,130130,4,4,False,0,False,True
"{0,1,2,3}",6,130131,3,3,False,0,False,True
"{0,1,2,3}",6,130132,3,3,False,0,False,True
"{0,1,2,3}",6,130133,3,3,False,0,False,True
"{0,1,2,3}",6,130200,6,6,False,0,False,True
"{0,1,2,3}",6,130201,5,5,False,0,False,True
"{0,1,2,3}",6,130202,4,4,False,0,False,True
"{0,1,2,3}",6,130203,4,4,False,0,False,True
"{0,1,2,3}",6,130210,5,5,False,0,False,True
"{0,1,2,3}",6,130211,4,4,False,0,False,True
"{0,1,2,3}",6,130212,3,3,False,0,False,True
"{0,1,2,3}",6,130213,3,3,False,0,False,True
"{0,1,2,3}",6,130220,4,4,False,0,False,True
"{0,1,2,3}",6,130221,3,3,False,0,False,True
"{0,1,2,3}",6,130222,2,2,False,0,False,True
"{0,1,2,3}",6,130223,2,2,False,0,False,True
"{0,1,2,3}",6,130230,3,3,False,0,False,True
"{0,1,2,3}",6,130231,2,2,False,0,False,True
"{0,1,2,3}",6,130232,2,2,False,0,False,True
"{0,1,2,3}",6,130233,2,2,False,0,False,True
"{0,1,2,3}",6,130300,5,5,False,0,False,True
"{0,1,2,3}",6,130301,4,4,False,0,False,True
"{0,1,2,3}",6,130302,3,3,False,0,False,True
"{0,1,2,3}",6,130303,3,3,False,0,False,True
"{0,1,2,3}",6,130310,4,4,False,0,False,True
"{0,1,2,3}",6,130311,3,3,False,0,False,True
"{0,1,2,3}",6,130312,2,2,False,0,False,True
"{0,1,2,3}",6,130313,2,2,False,0,False,True
"{0,1,2,3}",6,130320,3,3,False,0,False,True
"{0,1,2,3}",6,130321,2,2,False,0,False,True
"{0,1,2,3}",6,130322,2,2,False,0,False,True
"{0,1,2,3}",6,130323,2,2,False,0,False,True
"{0,1,2,3}",6,130330,2,2,False,0,False,True
"{0,1,2,3}",6,130331,2,2,False,0,False,True
"{0,1,2,3}",6,130332,2,2,False,0,False,True
"{0,1,2,3}",6,130333,2,2,False,-1,True,False
"{0,1,2,3}",6,131000,7,7,False,0,False,True
"{0,1,2,3}",6,131001,6,6,False,0,False,True
"{0,1,2,3}",6,131002,5,5,False,0,False,True
"{0,1,2,3}",6,131003,5,5,False,0,False,True
"{0,1,2,3}",6,131010,6,6,False,0,False,True
"{0,1,2,3}",6,131011,5,5,False,0,False,True
"{0,1,2,3}",6,131012,4,4,False,0,False,True
"{0,1,2,3}",6,131013,4,4,False,0,False,True
"{0,1,2,3}",6,131020,5,5,False,0,False,True
"{0,1,2,3}",6,131021,4,4,False,0,False,True
"{0,1,2,3}",6,131022,3,3,False,0,False,True
"{0,1,2,3}",6,131023,3,3,False,0,False,True
"{0,1,2,3}",6,131030,4,4,False,0,False,True
"{0,1,2,3}",6,131031,3,3,False,0,False,True
"{0,1,2,3}",6,131032,3,3,False,0,False,True
"{0,1,2,3}",6,131033,3,3,False,0,False,True
"{0,1,2,3}",6,131100,6,6,False,0,False,True
"{0,1,2,3}",6,131101,5,5,False,0,False,True
"{0,1,2,3}",6,131102,4,4,False,0,False,True
"{0,1,2,3}",6,131103,4,4,False,0,False,True
"{0,1,2,3}",6,131110,5,5,False,0,False,True
"{0,1,2,3}",6,131111,4,4,False,0,False,True
"{0,1,2,3}",6,131112,3,3,False,0,False,True
"{0,1,2,3}",6,131113,3,3,False,0,False,True
"{0,1,2,3}",6,131120,4,4,False,0,False,True
"{0,1,2,3}",6,131121,3,3,False,0,False,True
"{0,1,2,3}",6,131122,2,2,False,0,False,True
"{0,1,2,3}",6,131123,2,2,False,0,False,True
"{0,1,2,3}",6,131130,3,3,False,0,False,True
"{0,1,2,3}",6,131131,2,2,False,0,False,True
"{0,1,2,3}",6,131132,2,2,False,0,False,True
"{0,1,2,3}",6,131133,2,2,False,0,False,True
"{0,1,2,3}",6,131200,5,5,False,0,False,True
"{0,1,2,3}",6,131201,4,4,False,0,False,True
"{0,1,2,3}",6,131202,3,3,False,0,False,True
"{0,1,2,3}",6,131203,3,3,False,0,False,True
"{0,1,2,3}",6,131210,4,4,False,0,False,True
"{0,1,2,3}",6,131211,3,3,False,0,False,True
"{0,1,2,3}",6,131212,2,2,False,0,False,True
"{0,1,2,3}",6,131213,2,2,False,0,False,True
"{0,1,2,3}",6,131220,3,3,False,0,False,True
"{0,1,2,3}",6,131221,2,2,False,0,False,True
"{0,1,2,3}",6,131222,1,1,False,0,False,True
"{0,1,2,3}",6,131223,1,1,False,0,False,True
"{0,1,2,3}",6,131230,2,2,False,0,False,True
"{0,1,2,3}",6,131231,1,1,False,0,False,True
"{0,1,2,3}",6,131232,1,1,False,0,False,True
"{0,1,2,3}",6,131233,1,1,False,-1,True,False
"{0,1,2,3}",6,131300,4,4,False,0,False,True
"{0,1,2,3}",6,131301,3,3,False,0,False,True
"{0,1,2,3}",6,131302,2,2,False,0,False,True
"{0,1,2,3}",6,131303,2,2,False,0,False,True
"{0,1,2,3}",6,131310,3,3,False,0,False,True
"{0,1,2,3}",6,131311,2,2,False,0,False,True
"{0,1,2,3}",6,131312,1,1,False,0,False,True
"{0,1,2,3}",6,131313,1,1,False,0,False,True
"{0,1,2,3}",6,131320,2,2,False,0,False,True
"{0,1,2,3}",6,131321,1,1,False,0,False,True
"{0,1,2,3}",6,131322,1,1,False,0,False,True
"{0,1,2,3}",6,131323,1,1,False,-1,True,False
"{0,1,2,3}",6,131330,1,1,False,-1,True,False
"{0,1,2,3}",6,131331,1,1,False,-1,True,False
"{0,1,2,3}",6,131332,1,1,False,-1,True,False
"{0,1,2,3}",6,131333,1,1,False,-2,True,False
"{0,1,2,3}",6,132000,6,6,False,0,False,True
"{0,1,2,3}",6,132001,5,5,False,0,False,True
"{0,1,2,3}",6,132002,4,4,False,0,False,True
"{0,1,2,3}",6,132003,4,4,False,0,False,True
"{0,1,2,3}",6,132010,5,5,False,0,False,True
"{0,1,2,3}",6,132011,4,4,False,0,False,True
"{0,1,2,3}",6,132012,3,3,False,0,False,True
"{0,1,2,3}",6,132013,3,3,False,0,False,True
"{0,1,2,3}",6,132020,4,4,False,0,False,True
"{0,1,2,3}",6,132021,3,3,False,0,False,True
"{0,1,2,3}",6,132022,2,2,False,0,False,True
"{0,1,2,3}",6,132023,2,2,False,0,False,True
"{0,1,2,3}",6,132030,3,3,False,0,False,True
"{0,1,2,3}",6,132031,2,2,False,0,False,True
"{0,1,2,3}",6,132032,2,2,False,0,False,True
"{0,1,2,3}",6,132033,2,2,False,0,False,True
"{0,1,2,3}",6,132100,5,5,False,0,False,True
"{0,1,2,3}",6,132101,4,4,False,0,False,True
"{0,1,2,3}",6,132102,3,3,False,0,False,True
"{0,1,2,3}",6,132103,3,3,False,0,False,True
"{0,1,2,3}",6,132110,4,4,False,0,False,True
"{0,1,2,3}",6,132111,3,3,False,0,False,True
"{0,1,2,3}",6,132112,2,2,False,0,False,True
"{0,1,2,3}",6,132113,2,2,False,0,False,True
"{0,1,2,3}",6,132120,3,3,False,0,False,True
"{0,1,2,3}",6,132121,2,2,False,0,False,True
"{0,1,2,3}",6,132122,1,1,False,0,False,True
"{0,1,2,3}",6,132123,1,1,False,0,False,True
"{0,1,2,3}",6,132130,2,2,False,0,False,True
"{0,1,2,3}",6,132131,1,1,False,0,False,True
"{0,1,2,3}",6,132132,1,1,False,0,False,True
"{0,1,2,3}",6,132133,1,1,False,-1,True,False
"{0,1,2,3}",6,132200,4,4,False,0,False,True
"{0,1,2,3}",6,132201,3,3,False,0,False,True
"{0,1,2,3}",6,132202,2,2,False,0,False,True
"{0,1,2,3}",6,132203,2,2,False,0,False,True
"{0,1,2,3}",6,132210,3,3,False,0,False,True
"{0,1,2,3}",6,132211,2,2,False,0,False,True
"{0,1,2,3}",6,132212,1,1,False,0,False,True
"{0,1,2,3}",6,132213,1,1,False,0,False,True
"{0,1,2,3}",6,132220,2,2,False,0,False,True
"{0,1,2,3}",6,132221,1,1,False,0,False,True
"{0,1,2,3}",6,132222,1,1,False,0,False,True
"{0,1,2,3}",6,132223,1,1,False,-1,True,False
"{0,1,2,3}",6,132230,1,1,False,-1,True,False
"{0,1,2,3}",6,132231,1,1,False,-1,True,False
"{0,1,2,3}",6,132232,1,1,False,-1,True,False
"{0,1,2,3}",6,132233,1,1,False,-2,True,False
"{0,1,2,3}",6,132300,3,3,False,-1,True,False
"{0,1,2,3}",6,132301,2,2,False,-1,True,False
"{0,1,2,3}",6,132302,1,1,False,-1,True,False
"{0,1,2,3}",6,132303,1,1,False,-1,True,False
"{0,1,2,3}",6,132310,2,2,False,-1,True,False
"{0,1,2,3}",6,132311,1,1,False,-1,True,False
"{0,1,2,3}",6,132312,1,1,False,-1,True,False
"{0,1,2,3}",6,132313,1,1,False,-1,True,False
"{0,1,2,3}",6,132320,1,1,False,-1,True,False
"{0,1,2,3}",6,132321,1,1,False,-1,True,False
"{0,1,2,3}",6,132322,1,1,False,-1,True,False
"{0,1,2,3}",6,132323,1,1,False,-2,True,False
"{0,1,2,3}",6,132330,1,1,False,-2,True,False
"{0,1,2,3}",6,132331,1,1,False,-2,True,False
"{0,1,2,3}",6,132332,1,1,False,-2,True,False
"{0,1,2,3}",6,132333,1,1,False,-3,True,False
"{0,1,2,3}",6,133000,5,5,False,-1,True,False
"{0,1,2,3}",6,133001,4,4,False,-1,True,False
"{0,1,2,3}",6,133002,3,3,False,-1,True,False
"{0,1,2,3}",6,133003,3,3,False,-1,True,False
"{0,1,2,3}",6,133010,4,4,False,-1,True,False
"{0,1,2,3}",6,133011,3,3,False,-1,True,False
"{0,1,2,3}",6,133012,2,2,False,-1,True,False
"{0,1,2,3}",6,133013,2,2,False,-1,True,False
"{0,1,2,3}",6,133020,3,3,False,-1,True,False
"{0,1,2,3}",6,133021,2,2,False,-1,True,False
"{0,1,2,3}",6,133022,1,1,False,-1,True,False
"{0,1,2,3}",6,133023,1,1,False,-1,True,False
"{0,1,2,3}",6,133030,2,2,False,-1,True,False
"{0,1,2,3}",6,133031,1,1,False,-1,True,False
"{0,1,2,3}",6,133032,1,1,False,-1,True,False
"{0,1,2,3}",6,133033,1,1,False,-1,True,False
"{0,1,2,3}",6,133100,4,4,False,-1,True,False
"{0,1,2,3}",6,133101,3,3,False,-1,True,False
"{0,1,2,3}",6,133102,2,2,False,-1,True,False
"{0,1,2,3}",6,133103,2,2,False,-1,True,False
"{0,1,2,3}",6,133110,3,3,False,-1,True,False
"{0,1,2,3}",6,133111,2,2,False,-1,True,False
"{0,1,2,3}",6,133112,1,1,False,-1,True,False
"{0,1,2,3}",6,133113,1,1,False,-1,True,False
"{0,1,2,3}",6,133120,2,2,False,-1,True,False
"{0,1,2,3}",6,133121,1,1,False,-1,True,False
"{0,1,2,3}",6,133122,1,1,False,-1,True,False
"{0,1,2,3}",6,133123,1,1,False,-1,True,False
"{0,1,2,3}",6,133130,1,1,False,-1,True,False
"{0,1,2,3}",6,133131,1,1,False,-1,True,False
"{0,1,2,3}",6,133132,1,1,False,-1,True,False
"{0,1,2,3}",6,133133,1,1,False,-2,True,False
"{0,1,2,3}",6,133200,3,3,False,-1,True,False
"{0,1,2,3}",6,133201,2,2,False,-1,True,False
"{0,1,2,3}",6,133202,1,1,False,-1,True,False
"{0,1,2,3}",6,133203,1,1,False,-1,True,False
"{0,1,2,3}",6,133210,2,2,False,-1,True,False
"{0,1,2,3}",6,133211,1,1,False,-1,True,False
"{0,1,2,3}",6,133212,1,1,False,-1,True,False
"{0,1,2,3}",6,133213,1,1,False,-1,True,False
"{0,1,2,3}",6,133220,1,1,False,-1,True,False
"{0,1,2,3}",6,133221,1,1,False,-1,True,False
"{0,1,2,3}",6,133222,1,1,False,-1,True,False
"{0,1,2,3}",6,133223,1,1,False,-2,True,False
"{0,1,2,3}",6,133230,1,1,False,-2,True,False
"{0,1,2,3}",6,133231,1,1,False,-2,True,False
"{0,1,2,3}",6,133232,1,1,False,-2,True,False
"{0,1,2,3}",6,133233,1,1,False,-3,True,False
"{0,1,2,3}",6,133300,2,2,False,-2,True,False
"{0,1,2,3}",6,133301,1,1,False,-2,True,False
"{0,1,2,3}",6,133302,1,1,False,-2,True,False
"{0,1,2,3}",6,133303,1,1,False,-2,True,False
"{0,1,2,3}",6,133310,1,1,False,-2,True,False
"{0,1,2,3}",6,133311,1,1,False,-2,True,False
"{0,1,2,3}",6,133312,1,1,False,-2,True,False
"{0,1,2,3}",6,133313,1,1,False,-2,True,False
"{0,1,2,3}",6,133320,1,1,False,-2,True,False
"{0,1,2,3}",6,133321,1,1,False,-2,True,False
"{0,1,2,3}",6,133322,1,1,False,-2,True,False
"{0,1,2,3}",6,133323,1,1,False,-3,True,False
"{0,1,2,3}",6,133330,1,1,False,-3,True,False
"{0,1,2,3}",6,133331,1,1,False,-3,True,False
"{0,1,2,3}",6,133332,1,1,False,-3,True,False
"{0,1,2,3}",6,133333,1,1,False,-4,True,False
"{0,1,2,3}",6,200000,10,10,False,0,False,True
"{0,1,2,3}",6,200001,9,9,False,0,False,True
"{0,1,2,3}",6,200002,8,8,False,0,False,True
"{0,1,2,3}",6,200003,8,8,False,0,False,True
"{0,1,2,3}",6,200010,9,9,False,0,False,True
"{0,1,2,3}",6,200011,8,8,False,0,False,True
"{0,1,2,3}",6,200012,7,7,False,0,False,True
"{0,1,2,3}",6,200013,7,7,False,0,False,True
"{0,1,2,3}",6,200020,8,8,False,0,False,True
"{0,1,2,3}",6,200021,7,7,False,0,False,True
"{0,1,2,3}",6,200022,6,6,False,0,False,True
"{0,1,2,3}",6,200023,6,6,False,0,False,True
"{0,1,2,3}",6,200030,7,7,False,0,False,True
"{0,1,2,3}",6,200031,6,6,False,0,False,True
"{0,1,2,3}",6,200032,6,6,False,0,False,True
"{0,1,2,3}",6,200033,6,6,False,0,False,True
"{0,1,2,3}",6,200100,9,9,False,0,False,True
"{0,1,2,3}",6,200101,8,8,False,0,False,True
"{0,1,2,3}",6,200102,7,7,False,0,False,True
"{0,1,2,3}",6,200103,7,7,False,0,False,True
"{0,1,2,3}",6,200110,8,8,False,0,False,True
"{0,1,2,3}",6,200111,7,7,False,0,False,True
"{0,1,2,3}",6,200112,6,6,False,0,False,True
"{0,1,2,3}",6,200113,6,6,False,0,False,True
"{0,1,2,3}",6,200120,7,7,False,0,False,True
"{0,1,2,3}",6,200121,6,6,False,0,False,True
"{0,1,2,3}",6,200122,5,5,False,0,False,True
"{0,1,2,3}",6,200123,5,5,False,0,False,True
"{0,1,2,3}",6,200130,6,6,False,0,False,True
"{0,1,2,3}",6,200131,5,5,False,0,False,True
"{0,1,2,3}",6,200132,5,5,False,0,False,True
"{0,1,2,3}",6,200133,5,5,False,0,False,True
"{0,1,2,3}",6,200200,8,8,False,0,False,True
"{0,1,2,3}",6,200201,7,7,False,0,False,True
"{0,1,2,3}",6,200202,6,6,False,0,False,True
"{0,1,2,3}",6,200203,6,6,False,0,False,True
"{0,1,2,3}",6,200210,7,7,False,0,False,True
"{0,1,2,3}",6,200211,6,6,False,0,False,True
"{0,1,2,3}",6,200212,5,5,False,0,False,True
"{0,1,2,3}",6,200213,5,5,False,0,False,True
"{0,1,2,3}",6,200220,6,6,False,0,False,True
"{0,1,2,3}",6,200221,5,5,False,0,False,True
"{0,1,2,3}",6,200222,4,4,False,0,False,True
"{0,1,2,3}",6,200223,4,4,False,0,False,True
"{0,1,2,3}",6,200230,5,5,False,0,False,True
"{0,1,2,3}",6,200231,4,4,False,0,False,True
"{0,1,2,3}",6,200232,4,4,False,0,False,True
"{0,1,2,3}",6,200233,4,4,False,0,False,True
"{0,1,2,3}",6,200300,7,7,False,0,False,True
"{0,1,2,3}",6,200301,6,6,False,0,False,True
"{0,1,2,3}",6,200302,5,5,False,0,False,True
"{0,1,2,3}",6,200303,5,5,False,0,False,True
"{0,1,2,3}",6,200310,6,6,False,0,False,True
"{0,1,2,3}",6,200311,5,5,False,0,False,True
"{0,1,2,3}",6,200312,4,4,False,0,False,True
"{0,1,2,3}",6,200313,4,4,False,0,False,True
"{0,1,2,3}",6,200320,5,5,False,0,False,True
"{0,1,2,3}",6,200321,4,4,False,0,False,True
"{0,1,2,3}",6,200322,4,4,False,0,False,True
"{0,1,2,3}",6,200323,4,4,False,0,False,True
"{0,1,2,3}",6,200330,4,4,False,0,False,True
"{0,1,2,3}",6,200331,4,4,False,0,False,True
"{0,1,2,3}",6,200332,4,4,False,0,False,True
"{0,1,2,3}",6,200333,4,4,False,0,False,True
"{0,1,2,3}",6,201000,9,9,False,0,False,True
"{0,1,2,3}",6,201001,8,8,False,0,False,True
"{0,1,2,3}",6,201002,7,7,False,0,False,True
"{0,1,2,3}",6,201003,7,7,False,0,False,True
"{0,1,2,3}",6,201010,8,8,False,0,False,True
"{0,1,2,3}",6,201011,7,7,False,0,False,True
"{0,1,2,3}",6,201012,6,6,False,0,False,True
"{0,1,2,3}",6,201013,6,6,False,0,False,True
"{0,1,2,3}",6,201020,7,7,False,0,False,True
"{0,1,2,3}",6,201021,6,6,False,0,False,True
"{0,1,2,3}",6,201022,5,5,False,0,False,True
"{0,1,2,3}",6,201023,5,5,False,0,False,True
"{0,1,2,3}",6,201030,6,6,False,0,False,True
"{0,1,2,3}",6,201031,5,5,False,0,False,True
"{0,1,2,3}",6,201032,5,5,False,0,False,True
"{0,1,2,3}",6,201033,5,5,False,0,False,True
"{0,1,2,3}",6,201100,8,8,False,0,False,True
"{0,1,2,3}",6,201101,7,7,False,0,False,True
"{0,1,2,3}",6,201102,6,6,False,0,False,True
"{0,1,2,3}",6,201103,6,6,False,0,False,True
"{0,1,2,3}",6,201110,7,7,False,0,False,True
"{0,1,2,3}",6,201111,6,6,False,0,False,True
"{0,1,2,3}",6,201112,5,5,False,0,False,True
"{0,1,2,3}",6,201113,5,5,False,0,False,True
"{0,1,2,3}",6,201120,6,6,False,0,False,True
"{0,1,2,3}",6,201121,5,5,False,0,False,True
"{0,1,2,3}",6,201122,4,4,False,0,False,True
"{0,1,2,3}",6,201123,4,4,False,0,False,True
"{0,1,2,3}",6,201130,5,5,False,0,False,True
"{0,1,2,3}",6,201131,4,4,False,0,False,True
"{0,1,2,3}",6,201132,4,4,False,0,False,True
"{0,1,2,3}",6,201133,4,4,False,0,False,True
"{0,1,2,3}",6,201200,7,7,False,0,False,True
"{0,1,2,3}",6,201201,6,6,False,0,False,True
"{0,1,2,3}",6,201202,5,5,False,0,False,True
"{0,1,2,3}",6,201203,5,5,False,0,False,True
"{0,1,2,3}",6,201210,6,6,False,0,False,True
"{0,1,2,3}",6,201211,5,5,False,0,False,True
"{0,1,2,3}",6,201212,4,4,False,0,False,True
"{0,1,2,3}",6,201213,4,4,False,0,False,True
"{0,1,2,3}",6,201220,5,5,False,0,False,True
"{0,1,2,3}",6,201221,4,4,False,0,False,True
"{0,1,2,3}",6,201222,3,3,False,0,False,True
"{0,1,2,3}",6,201223,3,3,False,0,False,True
"{0,1,2,3}",6,201230,4,4,False,0,False,True
"{0,1,2,3}",6,201231,3,3,False,0,False,True
"{0,1,2,3}",6,201232,3,3,False,0,False,True
"{0,1,2,3}",6,201233,3,3,False,0,False,True
"{0,1,2,3}",6,201300,6,6,False,0,False,True
"{0,1,2,3}",6,201301,5,5,False,0,False,True
"{0,1,2,3}",6,201302,4,4,False,0,False,True
"{0,1,2,3}",6,201303,4,4,False,0,False,True
"{0,1,2,3}",6,201310,5,5,False,0,False,True
"{0,1,2,3}",6,201311,4,4,False,0,False,True
"{0,1,2,3}",6,201312,3,3,False,0,False,True
"{0,1,2,3}",6,201313,3,3,False,0,False,True
"{0,1,2,3}",6,201320,4,4,False,0,False,True
"{0,1,2,3}",6,201321,3,3,False,0,False,True
"{0,1,2,3}",6,201322,3,3,False,0,False,True
"{0,1,2,3}",6,201323,3,3,False,0,False,True
"{0,1,2,3}",6,201330,3,3,False,0,False,True
"{0,1,2,3}",6,201331,3,3,False,0,False,True
"{0,1,2,3}",6,201332,3,3,False,0,False,True
"{0,1,2,3}",6,201333,3,3,False,0,False,True
"{0,1,2,3}",6,202000,8,8,False,0,False,True
"{0,1,2,3}",6,202001,7,7,False,0,False,True
"{0,1,2,3}",6,202002,6,6,False,0,False,True
"{0,1,2,3}",6,202003,6,6,False,0,False,True
"{0,1,2,3}",6,202010,7,7,False,0,False,True
"{0,1,2,3}",6,202011,6,6,False,0,False,True
"{0,1,2,3}",6,202012,5,5,False,0,False,True
"{0,1,2,3}",6,202013,5,5,False,0,False,True
"{0,1,2,3}",6,202020,6,6,False,0,False,True
"{0,1,2,3}",6,202021,5,5,False,0,False,True
"{0,1,2,3}",6,202022,4,4,False,0,False,True
"{0,1,2,3}",6,202023,4,4,False,0,False,True
"{0,1,2,3}",6,202030,5,5,False,0,False,True
"{0,1,2,3}",6,202031,4,4,False,0,False,True
"{0,1,2,3}",6,202032,4,4,False,0,False,True
"{0,1,2,3}",6,202033,4,4,False,0,False,True
"{0,1,2,3}",6,202100,7,7,False,0,False,True
"{0,1,2,3}",6,202101,6,6,False,0,False,True
"{0,1,2,3}",6,202102,5,5,False,0,False,True
"{0,1,2,3}",6,202103,5,5,False,0,False,True
"{0,1,2,3}",6,202110,6,6,False,0,False,True
"{0,1,2,3}",6,202111,5,5,False,0,False,True
"{0,1,2,3}",6,202112,4,4,False,0,False,True
"{0,1,2,3}",6,202113,4,4,False,0,False,True
"{0,1,2,3}",6,202120,5,5,False,0,False,True
"{0,1,2,3}",6,202121,4,4,False,0,False,True
"{0,1,2,3}",6,202122,3,3,False,0,False,True
"{0,1,2,3}",6,202123,3,3,False,0,False,True
"{0,1,2,3}",6,202130,4,4,False,0,False,True
"{0,1,2,3}",6,202131,3,3,False,0,False,True
"{0,1,2,3}",6,202132,3,3,False,0,False,True
"{0,1,2,3}",6,202133,3,3,False,0,False,True
"{0,1,2,3}",6,202200,6,6,False,0,False,True
"{0,1,2,3}",6,202201,5,5,False,0,False,True
"{0,1,2,3}",6,202202,4,4,False,0,False,True
"{0,1,2,3}",6,202203,4,4,False,0,False,True
"{0,1,2,3}",6,202210,5,5,False,0,False,True
"{0,1,2,3}",6,202211,4,4,False,0,False,True
"{0,1,2,3}",6,202212,3,3,False,0,False,True
"{0,1,2,3}",6,202213,3,3,False,0,False,True
"{0,1,2,3}",6,202220,4,4,False,0,False,True
"{0,1,2,3}",6,202221,3,3,False,0,False,True
"{0,1,2,3}",6,202222,2,2,False,0,False,True
"{0,1,2,3}",6,202223,2,2,False,0,False,True
"{0,1,2,3}",6,202230,3,3,False,0,False,True
"{0,1,2,3}",6,202231,2,2,False,0,False,True
"{0,1,2,3}",6,202232,2,2,False,0,False,True
"{0,1,2,3}",6,202233,2,2,False,0,False,True
"{0,1,2,3}",6,202300,5,5,False,0,False,True
"{0,1,2,3}",6,202301,4,4,False,0,False,True
"{0,1,2,3}",6,202302,3,3,False,0,False,True
"{0,1,2,3}",6,202303,3,3,False,0,False,True
"{0,1,2,3}",6,202310,4,4,False,0,False,True
"{0,1,2,3}",6,202311,3,3,False,0,False,True
"{0,1,2,3}",6,202312,2,2,False,0,False,True
"{0,1,2,3}",6,202313,2,2,False,0,False,True
"{0,1,2,3}",6,202320,3,3,False,0,False,True
"{0,1,2,3}",6,202321,2,2,False,0,False,True
"{0,1,2,3}",6,202322,2,2,False,0,False,True
"{0,1,2,3}",6,202323,2,2,False,0,False,True
"{0,1,2,3}",6,202330,2,2,False,0,False,True
"{0,1,2,3}",6,202331,2,2,False,0,False,True
"{0,1,2,3}",6,202332,2,2,False,0,False,True
"{0,1,2,3}",6,202333,2,2,False,-1,True,False
"{0,1,2,3}",6,203000,7,7,False,0,False,True
"{0,1,2,3}",6,203001,6,6,False,0,False,True
"{0,1,2,3}",6,203002,5,5,False,0,False,True
